674,0.06768664,0.02470805,0
676,0.05980685,0.02180077,0
678,0.05297104,0.01928108,0
680,0.04677,0.017,0
682,0.04087536,0.01483718,0
684,0.03540461,0.01283478,0
686,0.03056419,0.01106831,0
688,0.02634484,0.009533311,0
690,0.0227,0.00821,0
692,0.01959988,0.007085424,0
694,0.01698717,0.006138485,0
696,0.01479064,0.005343059,0
698,0.01294868,0.004676404,0
700,0.01135916,0.004102,0
702,0.009938846,0.003589099,0
704,0.008678854,0.003134093,0
706,0.007582388,0.002738139,0
708,0.006627313,0.002393244,0
710,0.005790346,0.002091,0
712,0.005052583,0.00182458,0
714,0.004403507,0.001590187,0
716,0.003833913,0.001384496,0
718,0.003334342,0.001204092,0
720,0.002899327,0.001047,0
722,0.00252302,0.000911109,0
724,0.002196616,0.000793238,0
726,0.00191096,0.000690083,0
728,0.00166011,0.000599496,0
730,0.001439971,0.00052,0
732,0.001246275,0.000450053,0
734,0.00107643,0.000388718,0
736,0.000928736,0.000335384,0
738,0.00080075,0.000289166,0
740,0.000690079,0.0002492,0
742,0.000594502,0.000214686,0
744,0.000512429,0.000185048,0
746,0.000442454,0.000159778,0
748,0.000382981,0.000138302,0
750,0.000332301,0.00012,0
752,0.000288887,0.000104322,0
754,0.000251568,9.0846e-05,0
756,0.000219171,7.9147e-05,0
758,0.000190841,6.8916e-05,0
760,0.000166151,6e-05,0
762,0.000144622,5.2226e-05,0
764,0.000125852,4.5447e-05,0
766,0.000109552,3.9561e-05,0
768,9.5394e-05,3.4449e-05,0
770,8.3075e-05,3e-05,0
772,7.2313e-05,2.6114e-05,0
774,6.2928e-05,2.2725e-05,0
776,5.477e-05,1.9779e-05,0
778,4.7677e-05,1.7217e-05,0
780,4.4486e-05,1.6065e-05,0
